aror,asd,variable,color
-9.344142,3.7897527,Advances in intelligent systems and computing,#1f77b4
7.558002,-6.376173,Journal of Anatomy,#2ca02c
1.4300407,-5.4878635,Protein and Peptide Letters,#2ca02c
-8.918965,3.3167634,conference of international fuzzy systems association and european society for fuzzy logic and technology,#2ca02c
-10.501915,4.3948727,Information Technology,#1f77b4
6.6428213,-2.8254592,Advances in Nutrition,#ff7f0e
3.1959627,-4.3310885,BMC Microbiology,#2ca02c
-10.507146,0.8200683,Electronics Letters,#2ca02c
-12.976626,3.3253248,parallel computing,#1f77b4
-13.321511,2.7012155,"design, automation, and test in europe",#1f77b4
-11.3754835,2.455335,digital systems design,#1f77b4
-10.787843,0.56589544,signal processing systems,#1f77b4
-13.429662,2.6841943,international conference on computer aided design,#1f77b4
-13.17716,2.5886648,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,#1f77b4
-12.87541,2.5855393,great lakes symposium on vlsi,#1f77b4
-13.004666,2.6362247,Vlsi Design,#1f77b4
-12.062413,2.2582324,conference on ph.d. research in microelectronics and electronics,#1f77b4
-12.75517,2.5154483,IEEE Transactions on Very Large Scale Integration Systems,#1f77b4
-12.393978,2.6580303,ACM Transactions in Embedded Computing Systems,#1f77b4
-10.117217,4.387926,electronic commerce and web technologies,#1f77b4
-10.511634,1.7152965,advances in computer entertainment technology,#1f77b4
-10.129286,1.6755656,International journal of advanced computer science,#1f77b4
-8.98393,4.817246,international conference on advances in information mining and management,#1f77b4
-9.733348,2.2980354,ieee international conference on cognitive infocommunications,#1f77b4
-8.221276,2.749057,science and information conference,#1f77b4
-8.307983,5.180998,engineering interactive computing system,#1f77b4
-10.104481,1.9050311,Journal of Computers,#1f77b4
-10.463413,0.43890497,international conference on digital signal processing,#1f77b4
-10.158587,3.175775,international conference on sensor networks,#1f77b4
6.413579,4.7116084,Frontiers in Education,#1f77b4
-10.325822,2.304916,"software engineering, artificial intelligence, networking and parallel/distributed computing",#1f77b4
-10.691896,3.3601046,asia pacific web conference,#1f77b4
-11.640927,4.6627975,statistical and scientific database management,#1f77b4
-9.699655,4.583089,asia-pacific computer and human interaction,#1f77b4
-11.211534,2.6118739,international conference on information technology and applications,#1f77b4
-12.248561,4.9503555,model driven engineering languages and systems,#1f77b4
-12.249303,2.7788415,software engineering and advanced applications,#1f77b4
-11.483996,4.1395335,enterprise distributed object computing,#1f77b4
-11.399825,4.029472,International Journal of Software Engineering and Knowledge Engineering,#1f77b4
-12.001201,4.2864466,The Journal of Object Technology,#1f77b4
-5.9957604,6.0040946,electronic government and the information systems perspective,#1f77b4
-6.2382913,6.156062,international conference on edemocracy egovernment,#1f77b4
-12.027059,4.958092,international conference on evaluation of novel approaches to software engineering,#1f77b4
-11.739167,4.051513,international conference on software engineering advances,#1f77b4
-11.679139,4.650101,european conference on software architecture,#1f77b4
-11.764518,2.2184184,symposium on applications and the internet,#1f77b4
-3.6886866,3.289855,Quality Engineering,#1f77b4
4.306339,-5.643872,International Scholarly Research Notices,#ff7f0e
-8.777549,2.5867205,The first computers,#1f77b4
-12.124009,4.6688113,Software Quality Journal,#1f77b4
8.424234,-5.127472,Journal of clinical trials,#ff7f0e
8.714554,-5.2558503,BMC Pulmonary Medicine,#ff7f0e
-12.074493,4.8373423,formal methods,#1f77b4
-8.224231,2.693803,international conference on computer and information sciences,#1f77b4
-8.217878,2.8577754,world congress on information and communication technologies,#1f77b4
-8.491662,2.2398255,Advanced Science Letters,#1f77b4
-7.843452,2.7270558,Indian journal of science and technology,#1f77b4
-7.8616796,2.1369607,Indonesian Journal of Electrical Engineering and Computer Science,#1f77b4
-8.968958,3.1710117,Cybernetics and Systems,#2ca02c
-7.741499,2.5121644,"International Journal on Advanced Science, Engineering and Information Technology",#1f77b4
-10.423612,4.103556,international conference data science,#1f77b4
-7.9661107,2.5754054,International journal of engineering and technology,#1f77b4
-12.981593,0.58988976,Optical Fiber Technology,#1f77b4
-10.912987,3.4988399,computer science and software engineering,#1f77b4
-11.861764,2.5073113,"Advances in Science, Technology and Engineering Systems Journal",#1f77b4
-8.389084,2.433536,International Journal of Machine Learning and Computing,#1f77b4
-3.024738,-0.33235264,geographic information retrieval,#1f77b4
-11.339445,4.8916483,international workshop on the web and databases,#1f77b4
-8.477611,5.210833,user interface software and technology,#1f77b4
-3.0099232,-0.39303827,Sigspatial Special,#1f77b4
7.9797406,1.017091,Contemporary Family Therapy,#d62728
2.7279906,-5.1085334,Methods in Enzymology,#2ca02c
3.434944,-4.0314784,Trends in Microbiology,#2ca02c
2.8959007,-4.9813085,Nature Precedings,#2ca02c
2.9162247,-4.687301,Current protocols in human genetics,#2ca02c
2.8105145,-4.7162538,"G3: Genes, Genomes, Genetics",#2ca02c
-9.183387,3.316379,International Journal of Approximate Reasoning,#2ca02c
-8.745339,2.087662,international conference on applied mathematics,#2ca02c
-5.2744684,4.350382,European Journal of Operational Research,#2ca02c
-5.805417,4.22789,international engineering management conference,#1f77b4
-1.8577688,1.1162723,Socio-economic Planning Sciences,#d62728
-8.1244545,-3.078588,Journal of Global Optimization,#2ca02c
-2.542713,1.1550786,Transport Policy,#d62728
-8.040251,1.6144072,IFAC-PapersOnLine,#1f77b4
-8.791223,2.8588262,International Journal of Fuzzy Systems,#2ca02c
-2.9770813,1.2626908,Research in Transportation Economics,#d62728
-8.245021,2.9300537,Scientia Iranica,#2ca02c
-5.9078403,0.23969041,Energy,#1f77b4
-9.406128,3.652271,Expert Systems,#1f77b4
-9.813165,3.4055338,agent and multi agent systems technologies and applications,#1f77b4
-11.944239,2.031687,"international conference on software, telecommunications and computer networks",#1f77b4
-8.291361,2.8312685,Tehnicki Vjesnik-technical Gazette,#1f77b4
2.6432822,-5.1533785,FEBS Journal,#2ca02c
2.908444,-5.094426,Biochemistry,#2ca02c
0.9291287,-6.0434513,Bioconjugate Chemistry,#2ca02c
-0.16065915,-6.3908086,Review of Scientific Instruments,#2ca02c
-3.454031,-4.828708,Nature Physics,#2ca02c
3.31825,-5.040343,Cell,#2ca02c
0.56884736,-6.2610364,ACS Combinatorial Science,#2ca02c
1.15899,-4.850087,Analytical Chemistry,#2ca02c
-1.3604797,-6.253998,Chemical Physics,#2ca02c
-0.36634296,-6.5908594,Journal of Physical Chemistry B,#2ca02c
-1.4789908,-5.946377,Journal of Physics: Condensed Matter,#2ca02c
-0.6153026,-6.121224,Materials Today,#1f77b4
0.09402249,-6.9331436,Organic and Biomolecular Chemistry,#2ca02c
-0.17075866,-6.555918,Physical Chemistry Chemical Physics,#2ca02c
9.863001,3.4043427,New Scientist,#2ca02c
2.823314,-5.0989785,Journal of Cheminformatics,#1f77b4
2.937304,-5.036812,Source Code for Biology and Medicine,#1f77b4
1.4405259,-5.2625656,Journal of Agricultural and Food Chemistry,#2ca02c
8.60614,-5.542117,The Winnower,#2ca02c
-9.132767,6.070464,international conference on electronic publishing,#1f77b4
-6.0458016,6.1495223,Prometheus,#d62728
3.6814125,7.9526296,Palgrave Communications,#d62728
-7.707682,7.252062,Information services & use,#1f77b4
3.0791624,-4.9661827,F1000Research,#ff7f0e
-7.4680104,7.858201,Learned Publishing,#1f77b4
6.725295,-8.022104,Jsls-journal of The Society of Laparoendoscopic Surgeons,#ff7f0e
6.2447963,-7.7640224,Female pelvic medicine & reconstructive surgery,#ff7f0e
-12.595295,1.0659006,Nano Communication Networks,#1f77b4
6.6596913,-8.131237,Zeitschrift Fur Gastroenterologie,#ff7f0e
-11.271517,4.5810275,arXiv: Databases,#1f77b4
-3.7250164,-4.6160374,New Journal of Physics,#2ca02c
-3.8114974,-4.0313478,Landscape Architecture Frontiers,#d62728
-11.254935,2.9272113,IEEE Transactions on Big Data,#1f77b4
-9.489414,1.5455996,IEEE Transactions on Intelligent Transportation Systems,#1f77b4
-8.118173,2.640705,Evolutionary Intelligence,#1f77b4
-9.41423,3.3786845,international workshop on fuzzy logic and applications,#1f77b4
-11.360156,2.0340889,IEEE Transactions on Industrial Informatics,#1f77b4
-9.514611,3.1500463,granular computing,#1f77b4
-12.492071,0.8286114,IEEE Transactions on Wireless Communications,#2ca02c
-9.7929125,3.5493333,intelligent data engineering and automated learning,#1f77b4
-3.1728232,7.1871643,European journal of management,#d62728
5.9916906,-9.080386,Reviews in urology,#ff7f0e
4.830671,-7.7037444,Medical Physics,#2ca02c
7.8181787,-9.442518,Radiology Case Reports,#ff7f0e
7.6720467,6.8932986,Pragmatics and Society,#d62728
-7.4336348,7.944935,Publications,#1f77b4
-3.4870207,6.438398,Venture Capital: An International Journal of Entrepreneurial Finance,#d62728
-3.1656268,6.963294,Journal of Research in Marketing and Entrepreneurship,#d62728
-2.9164562,6.952025,Journal of International Marketing,#d62728
-3.6508286,6.151972,Journal of Business Economics,#d62728
-3.7563548,6.4979863,International journal of business,#d62728
-2.9992383,6.4453344,Human Resource Management,#d62728
-3.409675,6.5500293,Journal of Small Business Management,#d62728
-3.4225948,6.211727,Strategic Management Journal,#d62728
-3.1833577,6.6597347,Journal of Product Innovation Management,#d62728
-3.398013,6.409441,European Management Journal,#d62728
-3.1217341,6.6603074,Journal of Managerial Issues,#d62728
-3.5433064,6.1467724,European Management Review,#d62728
-3.403595,6.440339,Journal of Business Venturing,#d62728
-2.6571972,4.882849,Journal of Behavioral Finance,#d62728
-5.7793365,3.729919,Procedia CIRP,#1f77b4
8.374899,3.436388,Journal of Management,#d62728
-3.762926,6.3934364,International Journal of Innovation Management,#d62728
-4.1139317,5.728754,Journal of Operations Management,#d62728
-3.5590346,6.264882,Long Range Planning,#d62728
-3.8892756,6.3935575,International Journal of Entrepreneurship and Small Business,#d62728
-4.3590126,5.666092,Journal of Technology Transfer,#d62728
-5.2813554,4.4882984,international conference on advances in production management systems,#1f77b4
-0.90748227,-1.9819902,"Palaeogeography, Palaeoclimatology, Palaeoecology",#2ca02c
-1.0771993,-2.998247,Geochimica et Cosmochimica Acta,#2ca02c
-1.1036265,-2.7828074,Chemical Geology,#2ca02c
-1.6979736,-2.6574664,Geology,#2ca02c
-1.2609483,-2.661095,Precambrian Research,#2ca02c
-1.6480578,-2.6881506,Earth and Planetary Science Letters,#2ca02c
-1.8675493,-2.8383203,Icarus,#2ca02c
-1.6178539,-2.4735022,Journal of Geophysical Research,#2ca02c
-1.8422705,-2.7143316,Planetary and Space Science,#2ca02c
-11.415832,2.290334,"next generation mobile applications, services and technologies",#1f77b4
-12.872019,2.2408245,international conference on peer-to-peer computing,#1f77b4
-11.366915,2.1515324,ieee conference on standards for communications and networking,#1f77b4
-12.549718,2.0319934,international performance computing and communications conference,#1f77b4
-12.063667,2.2178512,International Journal of Communication Networks and Distributed Systems,#1f77b4
-11.382137,2.1407192,Scientia Forestalis,#2ca02c
-12.8886795,1.7657722,next generation internet,#1f77b4
-12.785079,1.4382654,"broadband communications, networks and systems",#1f77b4
-12.073043,2.1634767,international conference on wireless networks,#1f77b4
-10.715971,2.3997009,ieee aerospace conference,#1f77b4
-0.72222096,-5.8726707,Applied Optics,#2ca02c
-12.9089985,3.1842782,international symposium on parallel architectures algorithms and networks,#1f77b4
-9.890326,1.5420947,electro information technology,#1f77b4
-12.639978,3.0194087,ieee international conference on high performance computing data and analytics,#1f77b4
-10.803683,1.417122,Ipsj Digital Courier,#1f77b4
-12.301844,1.873432,International Journal of Wireless Information Networks,#1f77b4
-12.69873,1.6426753,ad hoc networks,#1f77b4
-10.058236,2.9881642,International Journal of Distance Education Technologies,#1f77b4
-11.148762,2.165227,International Journal of Wireless and Mobile Computing,#1f77b4
-10.329306,2.1590245,ieee international conference on ubi-media computing,#1f77b4
-12.608105,1.3116919,military communications conference,#1f77b4
-9.525303,2.092238,computer science and its applications,#1f77b4
-10.540009,2.678966,ieee international conference on digital ecosystems and technologies,#1f77b4
-11.735938,2.3704445,international conference on systems and networks communications,#1f77b4
-9.325392,2.11117,world automation congress,#1f77b4
-10.948531,2.7050078,International Journal of Distributed Systems and Technologies,#1f77b4
-11.171424,3.1978667,international conference on emerging intelligent data and web technologies,#1f77b4
-8.578972,4.9961247,symposium on visual languages and human-centric computing,#1f77b4
-8.253991,5.0373116,tangible and embedded interaction,#1f77b4
-8.232671,5.2994366,Interactions,#1f77b4
-9.93852,4.8028116,"Ai Edam Artificial Intelligence for Engineering Design, Analysis and Manufacturing",#1f77b4
-8.2497425,5.0540605,interactive tabletops and surfaces,#1f77b4
-8.434604,4.8459816,symposium on spatial user interaction,#1f77b4
-8.294929,5.2852764,interaction design and children,#1f77b4
-8.22908,5.083619,international symposium on pervasive displays,#1f77b4
-8.22398,5.1421127,automotive user interfaces and interactive vehicular applications,#1f77b4
2.8033686,-4.648356,GigaScience,#2ca02c
3.3051898,7.6345735,Armed Forces & Society,#d62728
8.777011,2.1842918,Military Psychology,#d62728
8.143389,-1.0335841,Substance Abuse Treatment Prevention and Policy,#ff7f0e
9.645679,0.21033949,International Journal of Methods in Psychiatric Research,#d62728
8.776623,-0.33900917,American Journal on Addictions,#ff7f0e
-3.8253365,-4.1479125,arXiv: Atmospheric and Oceanic Physics,#2ca02c
-1.7445214,-2.5501776,Geophysical Research Letters,#2ca02c
-1.806887,-2.5917149,"Eos, Transactions American Geophysical Union",#2ca02c
-2.2908847,-3.5844724,Annales Geophysicae,#2ca02c
-2.054006,-2.5975227,Tectonophysics,#2ca02c
-1.2910509,-1.8931979,Journal of The Indian Society of Remote Sensing,#d62728
-1.3698531,-1.3014154,Natural Hazards,#2ca02c
-3.4890301,3.312249,Wiley Interdisciplinary Reviews: Computational Statistics,#1f77b4
1.9939525,-2.951947,Atmospheric Environment,#2ca02c
-6.2097697,0.42874312,Renewable & Sustainable Energy Reviews,#1f77b4
-7.9852514,2.905553,swarm evolutionary and memetic computing,#1f77b4
-2.1373892,0.00089353765,Cartographica: The International Journal for Geographic Information and Geovisualization,#d62728
-0.60760385,-1.5725075,Environmetrics,#2ca02c
-0.8813168,-1.0706261,European Journal of Remote Sensing,#2ca02c
-1.1672115,-1.5622979,Water,#2ca02c
-2.9129107,0.824244,European Transport Research Review,#1f77b4
-5.5067534,0.17122138,Applied Energy,#1f77b4
-2.6260798,-0.5050316,international workshop on analytics for big geospatial data,#1f77b4
-9.280944,-0.15390861,Spie Newsroom,#2ca02c
-0.5012711,-1.9234374,Environmental Monitoring and Assessment,#2ca02c
-1.3633509,-2.1676815,Geoscientific Model Development Discussions,#1f77b4
-1.8119994,-2.4397495,Japan Geoscience Union,#2ca02c
-1.1620008,-2.363194,Atmospheric Chemistry and Physics,#2ca02c
0.08015698,-3.307201,Journal of Environmental Radioactivity,#2ca02c
-6.055959,0.24958403,Renewable Energy,#1f77b4
-1.4528742,-2.1861506,Geoscientific Model Development,#1f77b4
-0.98026127,-1.2932391,Population and Environment,#d62728
-12.917705,1.925897,international ifip tc networking conference,#1f77b4
-12.697269,1.2675831,modeling and optimization in mobile ad hoc and wireless networks,#1f77b4
